Date	WVHT	DPD	APD	MWD
2015-09-14 01:50:00	1.27	7.14	4.41	135
2015-09-14 02:50:00	1.14	4.17	4.13	292
2015-09-14 03:50:00	1.06	3.85	4.15	300
2015-09-14 04:50:00	1.08	4.0	3.78	303
2015-09-14 05:50:00	1.13	4.17	3.99	296
2015-09-14 06:50:00	1.01	4.17	3.82	295
2015-09-14 07:50:00	0.98	4.0	3.84	299
2015-09-14 08:50:00	0.94	4.17	3.82	269
2015-09-14 09:50:00	1.01	3.85	3.86	265
2015-09-14 10:50:00	1.06	4.17	3.84	263
2015-09-14 11:50:00	1.05	4.0	3.87	274
2015-09-14 12:50:00	0.97	4.17	3.76	256
2015-09-14 13:50:00	1.13	4.17	3.79	282
2015-09-14 14:50:00	1.05	4.0	3.81	283
2015-09-14 15:50:00	0.96	4.17	3.73	280
2015-09-14 16:50:00	0.93	4.0	3.63	292
2015-09-14 17:50:00	0.84	3.85	3.58	296
2015-09-14 18:50:00	0.81	3.45	3.69	285
2015-09-14 19:50:00	0.81	3.57	3.76	287
2015-09-14 20:50:00	0.7	7.69	3.94	141
2015-09-14 21:50:00	0.72	3.33	3.85	289
2015-09-14 22:50:00	0.71	7.69	3.86	149
2015-09-14 23:50:00	0.72	8.33	3.74	152
2015-09-15 00:50:00	0.75	7.69	3.91	145
2015-09-15 01:50:00	0.65	9.09	3.77	142
2015-09-15 02:50:00	0.58	7.69	3.83	150
2015-09-15 03:50:00	0.54	8.33	3.54	169
2015-09-15 04:50:00	0.56	8.33	3.52	176
2015-09-15 05:50:00	0.59	3.33	3.41	292
2015-09-15 06:50:00	0.51	8.33	3.45	135
2015-09-15 07:50:00	0.43	8.33	3.86	157
2015-09-15 08:50:00	0.4	7.69	3.66	158
2015-09-15 09:50:00	0.38	9.09	3.98	121
2015-09-15 10:50:00	0.43	8.33	3.64	166
2015-09-15 11:50:00	0.45	7.69	3.42	150
2015-09-15 12:50:00	0.47	2.94	3.39	298
2015-09-15 13:50:00	0.44	7.14	3.57	146
2015-09-15 14:50:00	0.39	8.33	4.03	142
2015-09-15 15:50:00	0.37	8.33	4.31	149
2015-09-15 16:50:00	0.34	7.69	4.59	152
2015-09-15 17:50:00	0.32	7.14	5.48	171
2015-09-15 18:50:00	0.31	8.33	5.97	164
2015-09-15 19:50:00	0.31	7.69	6.54	148
2015-09-15 20:50:00	0.3	8.33	5.87	140
2015-09-15 21:50:00	0.33	8.33	3.99	154
2015-09-15 22:50:00	0.46	2.74	3.04	206
2015-09-15 23:50:00	0.45	2.86	3.28	213
2015-09-16 00:50:00	0.51	3.03	3.22	209
2015-09-16 01:50:00	0.51	3.23	3.38	214
2015-09-16 02:50:00	0.45	3.33	3.46	218
2015-09-16 03:50:00	0.4	8.33	3.82	150
2015-09-16 04:50:00	0.34	7.14	3.95	145
2015-09-16 05:50:00	0.36	8.33	4.53	133
2015-09-16 06:50:00	0.31	7.69	4.51	155
2015-09-16 07:50:00	0.33	7.69	4.31	130
2015-09-16 08:50:00	0.35	7.14	4.25	143
2015-09-16 09:50:00	0.37	7.14	4.47	146
2015-09-16 10:50:00	0.33	7.14	4.71	161
2015-09-16 11:50:00	0.34	7.14	4.78	156
2015-09-16 12:50:00	0.36	7.14	5.14	161
2015-09-16 13:50:00	0.32	6.25	4.89	160
2015-09-16 14:50:00	0.34	6.25	5.49	167
2015-09-16 15:50:00	0.29	6.25	4.94	160
2015-09-16 16:50:00	0.3	6.67	5.44	157
2015-09-16 17:50:00	0.3	8.33	5.38	164
2015-09-16 18:50:00	0.24	99.0	4.88	999
2015-09-16 19:50:00	0.26	8.33	5.56	155
2015-09-16 20:50:00	0.27	8.33	5.42	145
2015-09-16 21:50:00	0.24	99.0	5.55	999
2015-09-16 22:50:00	0.25	99.0	4.81	999
2015-09-16 23:50:00	0.27	7.14	4.06	163
2015-09-17 00:50:00	0.28	7.69	4.1	163
2015-09-17 01:50:00	0.3	7.69	3.52	152
2015-09-17 02:50:00	0.29	7.14	3.71	139
2015-09-17 03:50:00	0.28	6.67	3.96	127
2015-09-17 04:50:00	0.27	7.69	4.75	155
2015-09-17 05:50:00	0.26	7.14	4.58	148
2015-09-17 06:50:00	0.31	7.69	5.03	122
2015-09-17 07:50:00	0.28	7.14	4.68	137
2015-09-17 08:50:00	0.28	7.14	4.63	144
2015-09-17 09:50:00	0.28	6.67	4.64	136
2015-09-17 10:50:00	0.29	7.14	4.77	169
2015-09-17 11:50:00	0.29	7.69	4.72	164
2015-09-17 12:50:00	0.29	7.69	4.76	144
2015-09-17 13:50:00	0.26	8.33	4.84	139
2015-09-17 14:50:00	0.28	7.69	5.07	145
2015-09-17 15:50:00	0.28	11.43	5.18	148
2015-09-17 16:50:00	0.27	7.69	4.99	168
2015-09-17 17:50:00	0.3	7.14	5.38	161
2015-09-17 18:50:00	0.29	7.14	5.79	132
2015-09-17 19:50:00	0.29	7.14	4.83	191
2015-09-17 20:50:00	0.28	8.33	4.03	154
2015-09-17 21:50:00	0.33	7.14	3.62	157
2015-09-17 22:50:00	0.4	2.47	3.3	195
2015-09-17 23:50:00	0.44	2.47	3.09	209
2015-09-18 00:50:00	0.51	2.94	3.34	211
2015-09-18 01:50:00	0.55	3.33	3.4	209
2015-09-18 02:50:00	0.49	3.33	3.42	211
2015-09-18 03:50:00	0.49	3.33	3.52	210
2015-09-18 04:50:00	0.45	3.13	3.53	207
2015-09-18 05:50:00	0.49	3.57	3.49	199
2015-09-18 06:50:00	0.43	3.57	3.4	199
2015-09-18 07:50:00	0.43	3.45	3.61	202
2015-09-18 08:50:00	0.37	3.45	3.64	201
2015-09-18 09:50:00	0.37	3.23	3.67	203
2015-09-18 10:50:00	0.35	3.33	3.92	205
2015-09-18 11:50:00	0.36	3.23	3.85	204
2015-09-18 12:50:00	0.36	7.69	3.92	126
2015-09-18 13:50:00	0.35	7.69	4.12	145
2015-09-18 14:50:00	0.35	7.14	4.11	129
2015-09-18 15:50:00	0.36	7.14	4.14	143
2015-09-18 16:50:00	0.34	11.43	4.38	151
2015-09-18 17:50:00	0.36	7.14	4.34	141
2015-09-18 18:50:00	0.35	12.12	3.66	192
2015-09-18 19:50:00	0.35	7.14	3.55	161
2015-09-18 20:50:00	0.38	8.33	3.61	182
2015-09-18 21:50:00	0.41	8.33	3.44	194
2015-09-18 22:50:00	0.47	2.94	3.28	200
2015-09-18 23:50:00	0.52	2.94	3.35	201
2015-09-19 00:50:00	0.52	3.33	3.38	209
2015-09-19 01:50:00	0.56	3.45	3.38	210
2015-09-19 02:50:00	0.55	3.7	3.53	217
2015-09-19 03:50:00	0.59	3.57	3.54	216
2015-09-19 04:50:00	0.52	3.7	3.58	207
2015-09-19 05:50:00	0.48	3.7	3.66	204
2015-09-19 06:50:00	0.44	3.57	3.75	196
2015-09-19 07:50:00	0.42	3.7	4.09	201
2015-09-19 08:50:00	0.4	3.57	4.04	201
2015-09-19 09:50:00	0.43	3.57	4.21	206
2015-09-19 10:50:00	0.43	3.7	4.12	207
2015-09-19 11:50:00	0.42	7.69	3.99	138
2015-09-19 12:50:00	0.4	8.33	4.03	115
2015-09-19 13:50:00	0.4	7.14	3.96	113
2015-09-19 14:50:00	0.39	7.69	4.34	152
2015-09-19 15:50:00	0.4	6.67	4.28	159
2015-09-19 16:50:00	0.39	8.33	4.96	125
2015-09-19 17:50:00	0.37	6.67	5.15	143
2015-09-19 18:50:00	0.4	8.33	4.84	157
2015-09-19 19:50:00	0.42	6.67	3.74	162
2015-09-19 20:50:00	0.46	6.67	3.71	166
2015-09-19 21:50:00	0.53	2.74	3.43	194
2015-09-19 22:50:00	0.58	3.13	3.58	196
2015-09-19 23:50:00	0.62	3.33	3.62	190
2015-09-20 00:50:00	0.68	3.85	3.75	209
2015-09-20 01:50:00	0.7	4.0	3.82	201
2015-09-20 02:50:00	0.67	3.7	3.71	197
2015-09-20 03:50:00	0.73	4.17	3.83	195
2015-09-20 04:50:00	0.73	4.17	3.94	195
2015-09-20 05:50:00	0.72	3.85	4.08	187
2015-09-20 06:50:00	0.67	4.0	4.11	191
2015-09-20 07:50:00	0.69	13.79	4.24	114
2015-09-20 08:50:00	0.69	7.69	4.24	153
2015-09-20 09:50:00	0.67	7.69	4.44	146
2015-09-20 10:50:00	0.64	6.67	4.39	153
2015-09-20 11:50:00	0.68	7.14	4.12	152
2015-09-20 12:50:00	0.75	7.69	3.96	155
2015-09-20 13:50:00	0.81	7.69	4.02	158
2015-09-20 14:50:00	0.8	3.57	3.78	327
2015-09-20 15:50:00	0.88	3.33	3.83	357
2015-09-20 16:50:00	0.83	3.57	3.88	358
2015-09-20 17:50:00	0.77	7.69	4.13	168
2015-09-20 18:50:00	0.68	7.14	3.94	163
2015-09-20 19:50:00	0.67	8.33	3.92	160
2015-09-20 20:50:00	0.7	7.69	4.1	160
2015-09-20 21:50:00	0.71	8.33	3.95	153
2015-09-20 22:50:00	0.78	7.14	3.9	139
2015-09-20 23:50:00	0.83	7.69	3.93	143
2015-09-21 00:50:00	0.91	3.57	3.92	3
2015-09-21 01:50:00	1.0	3.85	3.92	360
2015-09-21 02:50:00	1.02	3.85	3.99	13
2015-09-21 03:50:00	1.06	4.0	3.87	46
2015-09-21 04:50:00	1.13	4.55	4.07	69
2015-09-21 05:50:00	1.34	4.76	4.31	72
2015-09-21 06:50:00	1.39	5.56	4.48	89
2015-09-21 07:50:00	1.36	5.56	4.4	82
2015-09-21 08:50:00	1.38	5.88	4.41	88
2015-09-21 09:50:00	1.57	5.88	4.63	90
2015-09-21 10:50:00	1.8	7.14	5.14	93
2015-09-21 11:50:00	1.78	7.14	5.02	94
2015-09-21 12:50:00	1.7	7.14	5.12	94
2015-09-21 13:50:00	1.68	7.69	5.04	107
2015-09-21 14:50:00	1.63	7.14	4.95	93
2015-09-21 15:50:00	1.62	5.26	5.0	88
2015-09-21 16:50:00	1.59	7.14	5.03	102
2015-09-21 17:50:00	1.52	7.14	5.16	107
2015-09-21 18:50:00	1.43	7.69	5.36	105
2015-09-21 19:50:00	1.4	7.69	5.23	109
2015-09-21 20:50:00	1.4	7.14	5.53	101
2015-09-21 21:50:00	1.33	7.14	5.32	103
2015-09-21 22:50:00	1.41	7.69	5.44	108
2015-09-21 23:50:00	1.57	7.69	5.46	99
2015-09-22 00:50:00	1.63	7.69	5.09	100
2015-09-22 01:50:00	1.86	7.69	5.37	105
2015-09-22 02:50:00	1.96	8.33	5.26	110
2015-09-22 03:50:00	1.89	7.69	5.31	93
2015-09-22 04:50:00	1.89	7.69	5.37	108
2015-09-22 05:50:00	1.87	7.69	5.27	100
2015-09-22 06:50:00	2.0	7.14	5.58	93
2015-09-22 07:50:00	1.76	7.69	5.37	99
2015-09-22 08:50:00	1.81	7.69	5.38	99
2015-09-22 09:50:00	1.57	8.33	5.12	112
2015-09-22 10:50:00	1.66	7.14	5.17	103
2015-09-22 11:50:00	1.56	7.69	5.09	103
2015-09-22 12:50:00	1.63	7.69	5.03	100
2015-09-22 13:50:00	1.5	5.88	4.68	93
2015-09-22 14:50:00	1.61	6.25	4.92	92
2015-09-22 15:50:00	1.5	8.33	4.95	101
2015-09-22 16:50:00	1.57	7.14	5.1	90
2015-09-22 17:50:00	1.55	8.33	5.13	108
2015-09-22 18:50:00	1.56	7.69	5.23	107
2015-09-22 19:50:00	1.57	8.33	5.16	109
2015-09-22 20:50:00	1.69	7.69	5.5	101
2015-09-22 21:50:00	1.75	7.14	5.52	112
2015-09-22 22:50:00	1.7	8.33	5.35	101
2015-09-22 23:50:00	1.7	8.33	5.58	102
2015-09-23 00:50:00	1.71	9.09	5.8	100
2015-09-23 01:50:00	1.67	6.67	5.56	97
2015-09-23 02:50:00	1.65	8.33	5.64	109
2015-09-23 03:50:00	1.69	8.33	5.47	101
2015-09-23 04:50:00	1.76	8.33	5.65	98
2015-09-23 05:50:00	1.72	7.69	5.58	103
2015-09-23 06:50:00	1.59	10.0	5.3	107
2015-09-23 07:50:00	1.65	9.09	5.6	103
2015-09-23 08:50:00	1.58	9.09	5.61	103
2015-09-23 09:50:00	1.61	10.0	5.59	112
2015-09-23 10:50:00	1.57	10.0	5.76	99
2015-09-23 11:50:00	1.61	9.09	5.97	104
2015-09-23 12:50:00	1.57	7.69	5.72	108
2015-09-23 13:50:00	1.59	10.0	5.97	112
2015-09-23 14:50:00	1.56	10.0	6.02	112
2015-09-23 15:50:00	1.66	9.09	6.26	107
2015-09-23 16:50:00	1.48	7.69	6.06	105
2015-09-23 17:50:00	1.53	10.0	6.22	113
2015-09-23 18:50:00	1.46	10.0	6.37	100
2015-09-23 19:50:00	1.44	10.0	6.23	120
2015-09-23 20:50:00	1.32	7.14	6.22	116
2015-09-23 21:50:00	1.25	10.0	6.33	118
2015-09-23 22:50:00	1.28	10.0	6.53	111
2015-09-23 23:50:00	1.1	10.0	6.27	113
2015-09-24 00:50:00	1.26	10.81	6.62	119
2015-09-24 01:50:00	1.17	9.09	6.53	117
2015-09-24 02:50:00	1.27	10.0	6.74	103
2015-09-24 03:50:00	1.21	10.0	6.73	113
2015-09-24 04:50:00	1.13	9.09	6.47	90
2015-09-24 05:50:00	1.24	9.09	6.74	108
2015-09-24 06:50:00	1.15	10.0	6.76	99
2015-09-24 07:50:00	1.24	9.09	6.93	100
2015-09-24 08:50:00	1.22	10.0	6.73	96
2015-09-24 09:50:00	1.32	10.0	7.01	102
2015-09-24 10:50:00	1.29	9.09	6.99	99
2015-09-24 11:50:00	1.19	10.0	6.37	103
2015-09-24 12:50:00	1.27	10.0	6.35	100
2015-09-24 13:50:00	1.25	10.0	5.91	98
2015-09-24 14:50:00	1.22	9.09	5.61	106
2015-09-24 15:50:00	1.31	8.33	5.92	106
2015-09-24 16:50:00	1.32	10.0	6.2	105
2015-09-24 17:50:00	1.18	10.0	6.09	99
2015-09-24 18:50:00	1.24	10.0	6.36	119
2015-09-24 19:50:00	1.2	9.09	6.65	116
2015-09-24 20:50:00	1.21	10.0	6.64	118
2015-09-24 21:50:00	1.11	10.81	5.87	107
2015-09-24 22:50:00	1.13	10.0	6.16	134
2015-09-24 23:50:00	1.12	10.0	6.22	126
2015-09-25 00:50:00	1.07	10.0	6.11	121
2015-09-25 01:50:00	1.08	10.81	6.09	111
2015-09-25 02:50:00	1.25	12.12	5.84	129
2015-09-25 03:50:00	1.25	12.12	5.8	125
2015-09-25 04:50:00	1.32	12.9	5.5	124
2015-09-25 05:50:00	1.47	12.12	5.46	116
2015-09-25 06:50:00	1.63	6.25	5.29	114
2015-09-25 07:50:00	1.59	6.25	5.41	105
2015-09-25 08:50:00	1.7	12.12	5.48	123
2015-09-25 09:50:00	1.68	6.67	5.35	109
2015-09-25 10:50:00	1.72	7.14	5.41	115
2015-09-25 11:50:00	1.64	5.56	5.26	114
2015-09-25 12:50:00	1.78	7.14	5.25	107
2015-09-25 13:50:00	1.75	6.67	5.51	112
2015-09-25 14:50:00	1.82	6.67	5.49	112
2015-09-25 15:50:00	1.72	7.14	5.24	106
2015-09-25 16:50:00	1.91	7.14	5.63	113
2015-09-25 17:50:00	1.83	8.33	5.45	107
2015-09-25 18:50:00	1.78	7.14	5.33	105
2015-09-25 19:50:00	1.84	8.33	5.34	117
2015-09-25 20:50:00	1.87	7.14	5.28	101
2015-09-25 21:50:00	1.86	7.14	5.44	101
2015-09-25 22:50:00	1.95	7.69	5.5	106
2015-09-25 23:50:00	1.78	7.69	5.69	109
2015-09-26 00:50:00	1.7	7.69	5.74	114
2015-09-26 01:50:00	1.68	7.69	5.68	108
2015-09-26 02:50:00	1.64	7.14	5.65	113
2015-09-26 03:50:00	1.64	7.14	5.43	111
2015-09-26 04:50:00	1.64	7.69	5.39	112
2015-09-26 05:50:00	1.61	7.69	5.35	117
2015-09-26 06:50:00	1.66	6.67	5.52	104
2015-09-26 07:50:00	1.6	7.14	5.27	107
2015-09-26 08:50:00	1.63	6.67	5.44	108
2015-09-26 09:50:00	1.58	7.69	5.25	107
2015-09-26 10:50:00	1.56	6.67	5.11	106
2015-09-26 11:50:00	1.54	8.33	5.13	115
2015-09-26 12:50:00	1.59	6.67	5.14	102
2015-09-26 13:50:00	1.61	7.14	5.1	114
2015-09-26 14:50:00	1.74	7.14	5.17	113
2015-09-26 15:50:00	1.75	6.25	5.22	104
2015-09-26 16:50:00	1.9	6.67	5.33	108
2015-09-26 17:50:00	1.91	6.25	5.24	107
2015-09-26 18:50:00	1.94	7.14	5.33	111
2015-09-26 19:50:00	2.0	7.14	5.36	120
2015-09-26 20:50:00	1.92	7.14	5.14	105
2015-09-26 21:50:00	2.18	7.14	5.33	97
2015-09-26 22:50:00	2.28	7.14	5.83	110
2015-09-26 23:50:00	2.1	8.33	5.64	111
2015-09-27 00:50:00	2.0	6.67	5.54	105
2015-09-27 01:50:00	2.03	7.69	5.75	107
2015-09-27 02:50:00	2.04	7.69	5.65	119
2015-09-27 03:50:00	1.99	9.09	5.66	116
2015-09-27 04:50:00	2.01	8.33	5.65	114
2015-09-27 05:50:00	1.97	8.33	5.46	119
2015-09-27 06:50:00	1.88	8.33	5.37	108
2015-09-27 07:50:00	1.86	8.33	5.54	110
2015-09-27 08:50:00	1.76	7.69	5.33	104
2015-09-27 09:50:00	1.79	7.69	5.38	106
2015-09-27 10:50:00	1.77	7.14	5.47	101
2015-09-27 11:50:00	1.81	9.09	5.45	115
2015-09-27 12:50:00	1.63	8.33	5.39	117
2015-09-27 13:50:00	1.55	7.14	5.32	103
2015-09-27 14:50:00	1.6	7.69	5.46	116
2015-09-27 15:50:00	1.54	7.69	5.33	107
2015-09-27 16:50:00	1.64	8.33	5.56	119
2015-09-27 17:50:00	1.6	9.09	5.21	122
2015-09-27 18:50:00	1.56	7.69	5.32	113
2015-09-27 19:50:00	1.62	8.33	5.14	117
2015-09-27 20:50:00	1.63	10.0	5.64	123
2015-09-27 21:50:00	1.63	6.67	5.35	108
2015-09-27 22:50:00	1.57	7.14	5.38	124
2015-09-27 23:50:00	1.54	8.33	5.43	136
2015-09-28 00:50:00	1.48	10.0	5.45	133
2015-09-28 01:50:00	1.39	8.33	5.59	125
2015-09-28 02:50:00	1.41	9.09	5.8	124
2015-09-28 03:50:00	1.44	9.09	5.81	134
2015-09-28 04:50:00	1.32	9.09	5.75	124
2015-09-28 05:50:00	1.44	7.14	5.94	125
2015-09-28 06:50:00	1.31	7.14	5.62	121
2015-09-28 07:50:00	1.37	9.09	5.66	133
2015-09-28 08:50:00	1.4	7.69	5.65	123
2015-09-28 09:50:00	1.37	9.09	5.83	126
2015-09-28 10:50:00	1.31	9.09	5.68	123
2015-09-28 11:50:00	1.33	9.09	5.74	118
2015-09-28 12:50:00	1.48	10.0	6.0	125
2015-09-28 13:50:00	1.26	6.25	5.65	117
2015-09-28 14:50:00	1.22	9.09	5.61	125
2015-09-28 15:50:00	1.27	10.0	6.0	130
2015-09-28 16:50:00	1.17	8.33	5.95	125
2015-09-28 17:50:00	1.22	9.09	6.09	126
2015-09-28 18:50:00	1.38	9.09	6.39	126
2015-09-28 19:50:00	1.32	9.09	6.29	126
2015-09-28 20:50:00	1.15	9.09	6.04	143
2015-09-28 21:50:00	1.32	9.09	6.33	143
2015-09-28 22:50:00	1.27	9.09	6.36	142
2015-09-28 23:50:00	1.31	9.09	6.62	129
2015-09-29 00:50:00	1.21	10.0	6.41	142
2015-09-29 01:50:00	1.32	10.0	6.84	134
2015-09-29 02:50:00	1.26	9.09	6.75	132
2015-09-29 03:50:00	1.28	9.09	6.94	131
2015-09-29 04:50:00	1.28	10.81	6.93	139
2015-09-29 05:50:00	1.31	10.81	7.04	134
2015-09-29 06:50:00	1.47	10.81	7.12	143
2015-09-29 07:50:00	1.48	9.09	6.96	145
2015-09-29 08:50:00	1.42	10.0	6.75	143
2015-09-29 09:50:00	1.41	9.09	6.68	125
2015-09-29 10:50:00	1.38	9.09	6.82	132
2015-09-29 11:50:00	1.46	9.09	6.74	135
2015-09-29 12:50:00	1.47	8.33	6.79	125
2015-09-29 13:50:00	1.32	10.81	6.52	124
2015-09-29 14:50:00	1.22	9.09	6.58	143
2015-09-29 15:50:00	1.29	10.81	7.05	141
2015-09-29 16:50:00	1.35	11.43	7.02	144
2015-09-29 17:50:00	1.34	11.43	7.43	143
2015-09-29 18:50:00	1.51	11.43	7.7	138
2015-09-29 19:50:00	1.44	10.81	7.19	144
2015-09-29 20:50:00	1.26	10.81	6.73	145
2015-09-29 21:50:00	1.58	10.0	6.77	140
2015-09-29 22:50:00	1.57	9.09	6.86	138
2015-09-29 23:50:00	1.63	10.81	6.65	141
2015-09-30 00:50:00	1.58	10.0	6.74	140
2015-09-30 01:50:00	1.52	10.0	6.82	142
2015-09-30 02:50:00	1.26	8.33	6.01	148
2015-09-30 03:50:00	1.4	10.81	6.67	141
2015-09-30 04:50:00	1.39	10.0	6.43	137
2015-09-30 05:50:00	1.36	10.81	6.19	143
2015-09-30 06:50:00	1.54	10.0	5.78	144
2015-09-30 07:50:00	1.53	10.81	5.61	134
2015-09-30 08:50:00	1.69	10.0	5.53	143
2015-09-30 09:50:00	1.88	10.0	5.66	135
2015-09-30 10:50:00	1.97	10.0	5.62	142
2015-09-30 11:50:00	2.08	10.0	5.51	132
2015-09-30 12:50:00	2.03	10.81	5.37	128
2015-09-30 13:50:00	1.99	10.0	5.59	139
2015-09-30 14:50:00	1.9	9.09	5.67	145
2015-09-30 15:50:00	1.9	10.0	6.12	131
2015-09-30 16:50:00	1.84	10.0	6.16	141
2015-09-30 17:50:00	1.92	10.0	6.52	149
2015-09-30 18:50:00	1.79	10.0	6.66	136
2015-09-30 19:50:00	1.76	10.0	6.26	131
2015-09-30 20:50:00	1.93	10.0	5.93	124
2015-09-30 21:50:00	1.91	9.09	6.0	120
2015-09-30 22:50:00	1.87	9.09	5.97	121
2015-09-30 23:50:00	1.71	10.0	5.79	116
2015-10-01 00:50:00	1.79	10.0	5.69	117
2015-10-01 01:50:00	1.62	10.0	5.27	126
2015-10-01 02:50:00	1.86	10.0	5.72	121
2015-10-01 03:50:00	1.62	9.09	5.05	126
2015-10-01 04:50:00	1.63	10.0	5.06	124
2015-10-01 05:50:00	1.64	10.0	4.97	103
2015-10-01 06:50:00	1.73	9.09	4.88	116
2015-10-01 07:50:00	1.85	10.0	5.34	121
2015-10-01 08:50:00	1.69	10.0	4.94	103
2015-10-01 09:50:00	1.97	10.0	5.44	118
2015-10-01 10:50:00	1.79	9.09	5.34	119
2015-10-01 11:50:00	2.04	10.0	5.67	131
2015-10-01 12:50:00	2.14	10.0	5.81	122
2015-10-01 13:50:00	2.11	10.0	5.39	119
2015-10-01 14:50:00	2.04	10.0	5.57	126
2015-10-01 15:50:00	2.04	10.0	5.61	105
2015-10-01 16:50:00	2.16	10.0	5.88	114
2015-10-01 17:50:00	2.14	10.81	6.04	115
2015-10-01 18:50:00	1.96	7.69	5.81	103
2015-10-01 19:50:00	2.13	10.0	5.98	111
2015-10-01 20:50:00	2.13	8.33	5.96	116
2015-10-01 21:50:00	2.28	10.0	6.17	109
2015-10-01 22:50:00	2.27	9.09	5.71	105
2015-10-01 23:50:00	2.35	9.09	5.79	117
2015-10-02 00:50:00	2.26	10.81	5.77	138
2015-10-02 01:50:00	2.66	9.09	5.95	103
2015-10-02 02:50:00	2.77	7.69	6.11	87
2015-10-02 03:50:00	2.92	9.09	6.18	105
2015-10-02 04:50:00	2.75	7.69	6.15	87
2015-10-02 05:50:00	2.66	9.09	6.05	107
2015-10-02 06:50:00	2.79	10.0	6.06	94
2015-10-02 07:50:00	2.81	10.81	6.2	97
2015-10-02 08:50:00	2.94	8.33	6.13	87
2015-10-02 09:50:00	2.75	9.09	6.06	102
2015-10-02 10:50:00	2.73	10.0	5.94	107
2015-10-02 11:50:00	2.75	9.09	5.91	88
2015-10-02 12:50:00	2.89	9.09	6.08	96
2015-10-02 13:50:00	2.91	9.09	6.28	89
2015-10-02 14:50:00	2.97	8.33	6.16	94
2015-10-02 15:50:00	3.15	9.09	6.44	96
2015-10-02 16:50:00	2.99	10.0	6.32	93
2015-10-02 17:50:00	2.96	10.0	6.39	99
2015-10-02 18:50:00	3.01	10.81	6.27	96
2015-10-02 19:50:00	3.08	10.0	6.39	98
2015-10-02 20:50:00	3.03	10.0	6.12	93
2015-10-02 21:50:00	2.97	10.0	6.25	93
2015-10-02 22:50:00	3.12	10.0	6.26	96
2015-10-02 23:50:00	2.98	10.0	6.2	99
2015-10-03 00:50:00	3.26	10.0	6.24	88
2015-10-03 01:50:00	3.36	9.09	6.37	83
2015-10-03 02:50:00	3.37	10.0	6.45	99
2015-10-03 03:50:00	3.75	9.09	6.57	89
2015-10-03 04:50:00	3.48	10.0	6.53	96
2015-10-03 05:50:00	3.58	10.0	6.75	102
2015-10-03 06:50:00	3.6	10.0	6.83	88
2015-10-03 07:50:00	3.24	10.0	6.54	90
2015-10-03 08:50:00	3.4	10.0	6.7	97
2015-10-03 09:50:00	3.21	10.0	6.6	112
2015-10-03 10:50:00	3.56	10.0	6.73	91
2015-10-03 11:50:00	3.49	9.09	6.56	97
2015-10-03 12:50:00	3.51	10.0	6.58	89
2015-10-03 13:50:00	3.52	9.09	6.65	94
2015-10-03 14:50:00	3.27	8.33	6.38	88
2015-10-03 15:50:00	3.47	9.09	6.53	98
2015-10-03 16:50:00	3.62	8.33	6.68	89
2015-10-03 17:50:00	3.37	10.0	6.54	98
2015-10-03 18:50:00	3.53	10.0	6.67	98
2015-10-03 19:50:00	3.56	9.09	6.7	100
2015-10-03 20:50:00	3.58	10.0	6.87	97
2015-10-03 21:50:00	3.34	10.0	6.49	103
2015-10-03 22:50:00	3.45	10.0	6.46	99
2015-10-03 23:50:00	3.35	9.09	6.51	84
2015-10-04 00:50:00	3.69	9.09	6.75	93
2015-10-04 01:50:00	3.41	10.0	6.6	88
2015-10-04 02:50:00	3.31	9.09	6.46	92
2015-10-04 03:50:00	3.5	10.0	6.61	101
2015-10-04 04:50:00	3.25	8.33	6.43	87
2015-10-04 05:50:00	3.26	10.0	6.53	100
2015-10-04 06:50:00	3.21	10.0	6.63	95
2015-10-04 07:50:00	3.12	10.0	6.47	106
2015-10-04 08:50:00	3.32	10.0	6.64	89
2015-10-04 09:50:00	3.02	9.09	6.34	92
2015-10-04 10:50:00	3.01	8.33	6.28	85
2015-10-04 11:50:00	2.97	7.69	6.11	94
2015-10-04 12:50:00	2.85	10.0	6.08	124
2015-10-04 13:50:00	2.89	10.0	6.23	102
2015-10-04 14:50:00	2.92	9.09	6.23	102
2015-10-04 15:50:00	2.72	8.33	6.04	85
2015-10-04 16:50:00	2.67	9.09	6.19	103
2015-10-04 17:50:00	3.13	9.09	6.5	99
2015-10-04 18:50:00	2.66	8.33	6.35	104
2015-10-04 19:50:00	2.77	9.09	6.49	102
2015-10-04 20:50:00	2.66	8.33	6.49	106
2015-10-04 21:50:00	2.63	7.14	6.3	96
2015-10-04 22:50:00	2.62	10.0	6.19	113
2015-10-04 23:50:00	2.65	9.09	6.22	118
2015-10-05 00:50:00	2.55	9.09	6.14	95
2015-10-05 01:50:00	2.57	9.09	6.2	99
2015-10-05 02:50:00	2.57	9.09	6.04	112
2015-10-05 03:50:00	2.75	9.09	6.35	100
2015-10-05 04:50:00	2.39	7.69	6.16	96
2015-10-05 05:50:00	2.56	7.69	6.29	100
2015-10-05 06:50:00	2.37	10.0	6.22	119
2015-10-05 07:50:00	2.11	10.81	5.83	133
2015-10-05 08:50:00	2.45	10.0	6.28	102
2015-10-05 09:50:00	2.27	12.9	5.98	124
2015-10-05 10:50:00	2.36	12.12	6.22	109
2015-10-05 11:50:00	2.17	9.09	6.02	111
2015-10-05 12:50:00	2.24	10.0	6.15	119
2015-10-05 13:50:00	2.1	11.43	6.03	133
